input,output
கார் ரொம்ப ஸ்லோவா போகுது...,ரோடுல டிராஃபிக் கொஞ்சம் ஹெவியா இருக்கதால ஸ்லோவா போகுது. பெட்ரோல் கூட கன்ஸ்சர்வ் பண்ண இது ஹெல்ப் பண்ணும்.
எங்க வீட்டுக்கு நேவிகேஷன் ஆன் பண்ணு...,உங்க வீட்டுக்கு நேவிகேஷன் ஆன் பண்ணிட்டேன். எவ்வளவு தூரம்னு ஸ்க்ரீன்ல பாருங்க. சேஃப்பா போங்க.
பேசாம ஒரு டீ சாப்பிட்டு போலாமா?,நிச்சயமா! உங்களுக்காக டீ ஷாப் லிஸ்ட் எடுத்து காட்டவா? இல்லன்னா ஏற்கனவே நீங்க போன இடம் ஏதாவது இருந்தா சொல்லுங்க.
சீட் கொஞ்சம் முன்னாடி போ...,சீட்ட கொஞ்சம் பார்வேர்ட் பண்ணிட்டேன். சரியா இருக்கா இல்ல இன்னும் கொஞ்சம் போகட்டுமா?
சீட் கொஞ்சம் பின்னாடி போ...,சீட்ட கொஞ்சம் பேக்வேர்ட் பண்ணிட்டேன். வசதியா இருக்கீங்களா?
நான் ரொம்ப சோகமா இருக்கேன்.,நீங்க சோகமா இருக்கீங்கன்னு புரிஞ்சுக்கிட்டேன். உங்களுக்கு சப்போர்ட்டிவா ஏதாவது சொல்லட்டுமா? ஏதாவது சாங்ஸ் கேட்க ஆசையா இருக்கா?
ரேடியோ ஆன் பண்ணு...,ரேடியோ ஆன் பண்ணிட்டேன். எந்த ஸ்டேஷன் வைக்கணும் சொல்லுங்க.
போனை சார்ஜ் போடு...,"ஓகே, போனை சார்ஜ் பண்ணிட்டேன். ஃபுல் சார்ஜ் ஆனதும் நோட்டிஃபை பண்ணவா?"
நான் கொஞ்சம் ரெஸ்ட் எடுக்கிறேன்...,நிச்சயமா! நீங்க ரெஸ்ட் எடுங்க. நான் உங்க டிரைவிங்க கொஞ்சம் கேர்ஃபுல்லா பாத்துக்குறேன். தேவைப்பட்டா கூப்பிடவா?
பேட்டரி லோவா இருக்குன்னு காமிக்குது...,"ஆமாம், பேட்டரி லோவாதான் இருக்கு. பக்கத்துல சார்ஜிங் ஸ்டேஷன் ஏதாவது தேடட்டுமா?"
எனக்கு ரொம்ப குளிருது.,உடனே ஹீட்டர் ஆன் பண்றேன். உங்க வசதிக்கேத்த மாதிரி டெம்பரேச்சர் செட் பண்ணிக்கோங்க. சீக்கிரமே ரூம் வார்ம் ஆகிடும்.
ஐயோ! இன்னைக்கு ஆபீஸ்ல ஒரே டென்ஷன். ஒரே களைப்பா இருக்கு.,பரவாயில்லை ரமா! நான் இருக்கேன். களைப்பை போக்கட்டுமா? மெல்லிசையான இசை போடவா? லைட் கொஞ்சம் கம்மியா ஆக்கட்டுமா?
செம ஹாப்பியா இருக்கேன்! இன்னைக்கு ப்ராஜெக்ட் ஜெயிச்சிட்டோம்!,சந்தோஷம்! நான் கூட ரொம்ப சந்தோஷமா இருக்கேன். உங்களுக்கு பிடிச்ச பாட்டு போடட்டுமா? இல்லை கொஞ்சம் தூரம் ஸ்பீடா போகலாமா?
